Game2
 minack : 1                      key : 0
  1) 35: 8/3 6/3                 33: 24/21 24/21 13/10 13/10 
  2) 43: 13/9 24/21              62: 10/4* 6/4 
  3) 31: 25/22 9/8               42: 10/6 6/4 
  4) 12: 24/22 6/5               43: 13/9 9/6 
  5) 54: 22/18 18/13             36: 6/3* 13/7 
  6) 56: 25/20 20/14             32: 6/3 13/11* 
  7) 13: 25/24 8/5               21: 7/5 6/5 
  8) 54: 13/8 6/2                 Doubles => 2
  9)  Drops                       Wins 1 point

 
