1,31,8/5 6/5,61,13/7 8/7
2,51,13/8 6/5,22,24/22 24/22 6/4 6/4
3,53,13/8 13/10,62,13/7 13/11
4,43,13/9 13/10,42,22/18 18/16
5,52,25/20 5/3,54,25/21 21/16
6,62,20/14 24/22,33,25/22 6/3 8/5 8/5
7,32,25/23 25/22,64,25/21 22/16
8,54,22/17 8/4,32,25/22 13/11
9,32,25/22 24/22,11,11/10 10/9 9/8 22/21
10,66,,21,16/14 7/6
11,51,25/24,43,6/2 14/11
12,43,25/22,62,16/10 10/8
13,21,25/23 24/23,44,25/21 16/12 12/8 13/9
14,52,8/3 10/8,44,11/7 9/5 8/4 5/1
15,63,22/16 6/3,42,7/5 5/1
16,64,16/10 10/6,42,8/4 8/6
17,54,10/5 6/2,66,21/15 21/15 15/9 15/9
18,11,8/7 5/4 8/7 7/6,32,7/4 7/5
19,31,7/4 8/7,65,6/1
20,22,6/4 4/2 7/5 5/3,43,9/5 9/6
21,32,4/1 3/1,51,5/0 1/0
22,21,6/4 6/5,21,6/4 5/4
23,61,22/16 16/15,54,5/0 5/1
24,65,15/9 9/4,54,6/1 4/0
25,21,22/20 20/19,65,25/19 19/14
26,65,23/17 17/12,64,14/10 10/4
27,41,19/15 15/14,65,4/0 4/0
28,55,14/9 12/7 9/4 7/2,32,4/2 4/1
29,61,25/19 19/18,53,4/1 4/0
30,51,18/13 13/12,63,4/0 2/0
31,33,12/9 9/6 3/0 3/0,66,1/0 1/0 1/0 1/0
32,66,6/0 5/0 5/0 5/0,66,1/0 1/0
,,,,Wins 1 point
