1,21,13/11 24/23,41,6/2* 2/1*
2,64,25/21,11,6/5 6/5 5/4* 5/4
3,31,25/22 25/24*,62,25/23 24/18
4,43,24/20 11/8,21,8/6 6/5*
5,22,25/23 22/20* 6/4 6/4,65,25/20 24/18
6,64,8/2* 6/2,66,
7,32,8/5* 13/11,64,
8,31,8/5 23/22,42,
9,61,11/5 5/4,51,25/24
10,42,13/9 22/20,62,
11,63,8/2 4/1*,21,25/24*
12,52,25/20 20/18,64,
13,61,20/14 2/1*,42,
14,22,18/16 16/14 13/11 11/9,32,25/22
15,41,13/9 9/8,33,25/22 13/10 8/5* 8/5
16,11,25/24 24/23 9/8 9/8,62,13/7 10/8
17,52,23/18* 8/6,43,25/22 22/18
18,43,18/14 14/11,61,13/7 8/7
19,62,11/5 6/4,51,18/13 7/6
20,44,14/10 14/10 10/6 10/6,53,13/8 6/3
21,55,6/1 6/1 6/1 6/1,62,13/7 13/11
22,44,8/4 8/4 5/1 4/0,31,7/4 4/3
23,21,2/0 1/0,61,18/12 8/7
24,51,5/0 5/4,62,18/12 12/10
25,33,4/1 4/1 4/1 4/1,11,22/21* 21/20 10/9 9/8
26,33,,22,12/10 11/9 10/8 9/7
27,53,,61,20/14 22/21
28,43,,31,14/11 21/20
29,53,,32,7/4 4/2
30,41,25/24,43,20/16 11/8
31,64,,42,8/4 4/2
32,64,,53,16/11 8/5
33,32,,61,8/2 2/1*
34,64,,32,11/8 8/6
35,64,,54,6/1 7/3
36,21,,63,7/1 3/0
37,21,,52,6/1 6/4
38,21,,41,4/0 1/0
39,41,,52,5/0 2/0
40,54,,55,5/0 5/0 4/0 4/0
41,64,25/19 19/15,43,3/0 3/0
,,,,Wins 1 point and the match
