1,21,13/11 6/5,41,24/23 24/20*
2,64,Bar/21 11/5*,65,Bar/20* 20/14
3,33,Bar/22 24/21 13/10(2),51,14/8
4,53,10/5 8/5,62,23/15*
5,62,Bar/23 22/16,63,15/9* 9/6
6,43,Bar/18,52,13/6
7,41,23/18,32,6/1*
8,53,Bar/22 8/3,51,6/5 6/1
9,31,21/20* 6/3,62,Bar/17*
10,33,Bar/22 21/15 6/3,65,17/6
11,63,15/6,43,13/6
12,61,20/13,66,8/2(4)
13,32,13/10 6/4,22,13/11 6/4(3)
14,43,18/14* 14/11,43,Bar/21* 21/18
15,43,Bar/22 11/7*,62,Bar/23 13/7*
16,63,Bar/22 13/7,53,13/10 7/2
17,31,13/10 3/2*,62,Bar/23* 23/17
18,62,Cannot Move,63,17/14 10/4
19,42,Cannot Move,22,14/6
20,64,Cannot Move,55,6/1(4)
21,61,Bar/18,43,4/1 4/Off
22,31,22/18,31,4/Off
23,63,22/16 18/15,62,4/Off 2/Off
24,53,22/19 22/17,55,2/Off(4)
25,41,19/18 10/6,42,1/Off(2)
26,51,????,,Wins 2 point
