1,21,13/11 24/23,41,6/2* 2/1*
2,51,25/20 25/24*,43,25/21 8/5*
3,63,25/22 22/16,44,13/9* 9/5 8/4 8/4
4,31,25/22 24/23,66,24/18 24/18 13/7 13/7
5,11,23/22 11/10 10/9 9/8,41,21/20 20/16
6,43,13/9* 9/6,53,25/22 13/8
7,54,22/17* 17/13,22,25/23 13/11 5/3* 5/3
8,62,25/23 23/17,11,22/21 11/10 10/9 9/8*
9,62,25/23 23/17*,65,25/20 21/15
10,21,13/11 11/10*,31,25/24 18/15*
11,43,,32,23/20 15/13
12,64,,43,18/14 13/10
13,63,,65,14/8* 20/15
14,21,25/23 25/24,11,10/9 9/8 6/5 6/5
15,54,13/8 6/2,41,15/11 24/23*
16,63,,55,11/6 7/2* 7/2 6/1*
17,42,,22,23/21 8/6 8/6 6/4
18,61,25/24*,62,25/23 20/14
19,43,,41,6/2 2/1*
20,53,,54,23/18 14/10
21,62,,64,21/15 10/6
22,51,25/24*,44,25/21 15/11 5/1* 5/1
23,54,25/20,42,11/7 7/5*
24,51,25/20*,31,25/22 6/5*
25,65,25/20*,41,25/24 18/14
26,51,25/20,52,21/16 22/20
27,32,,62,20/14 24/22
28,65,25/20 8/2,41,16/15 15/11
29,64,20/14* 6/2,,Doubles => 2
30,,Takes,11,25/24 22/21 14/13 14/13
31,53,14/9 9/6,52,21/16 16/14
32,43,8/4 4/1*,21,25/24* 24/22
33,43,,11,22/21 21/20 14/13 4/3
34,62,,31,13/10 10/9
35,42,,42,20/16 9/7
36,64,,11,16/15 15/14 14/13 7/6
37,66,,31,13/10 10/9
38,52,25/20 6/4,42,13/9 13/11
39,62,20/14* 6/4,21,25/24 24/22
40,22,13/11 13/11 11/9 11/9,64,22/18 18/12
41,51,14/13* 13/8,41,25/24 24/20
42,51,8/3 4/3,32,20/18 18/15
43,21,6/4 8/7,54,15/10 10/6
44,44,9/5 9/5 8/4 7/3,31,6/3 3/2
45,21,3/1 8/7,44,6/2 6/2 6/2
46,21,4/2 2/1,32,4/1 4/2
47,54,20/15 15/11,54,9/4 9/5*
48,,Doubles => 4,,Takes
49,41,25/21* 21/20*,63,
50,63,20/14 14/11,44,
51,44,11/7 11/7 7/3 7/3,21,
52,21,7/5 3/2,44,
53,44,6/2 6/2 4/0 4/0,62,25/19
54,51,5/0 2/1,63,25/19 19/16
55,41,5/1 1/0,42,19/15 15/13
56,64,5/0 3/0,41,16/12 12/11
57,65,3/0 3/0,42,13/9 9/7
58,53,2/0 2/0,41,11/7 7/6
59,21,2/0 1/0,54,6/1 7/3
60,31,2/0 1/0,21,2/0 1/0
61,21,1/0,,
,,Wins 4 points,,
